"","Source","Symbol","ChangePerc","ClosePrice","OpenPrice","ChangeInDollars","Volume","HighPrice","LowPrice","PreviousClose","YearHigh","YearLow","NShares","PE","MarketCap","Dividend","DividendYield","EPS"
"344","nasdaq-com","alxn","1.02","47.51","46.91",0.48,"841901","47.51","46.91","47.03","52.5","24.305","183835000","86.38","8734000850",NA,NA,"0.55"
"345","yahoo-finance","alxn","1.02","47.51","46.91",0.48,"841801","47.51","46.91","47.03","52.5","24.31","183835000","86.54","8.73e+09",NA,NA,"0.55"
"346","bloomberg","lltc","1.242","33.43","33.09",0.41,"2111653","33.54","32.97","33.02","36.14","27.03","227734000","13.871","7613151000","0.24","2.81","2.41"
"347","google-finance","lltc","1.24","33.43","33.09",0.41,"2110000","33.54","32.97","33.02","36.14","27.03","227730000","14.16","7.61e+09","0.24","2.87","2.36"
"348","msn-money","lltc","1.24","33.43","33.09",0.41,"2110000","33.54","32.97","33.02","36.14","27.03","227730000","14.17","7.52e+09","0.96","2.91","2.36"
"349","nasdaq-com","lltc","1.24","33.43","33.09",0.41,"2109369","33.54","32.97","33.02","36.14","27.03","227734000","14.17","7613147620","0.96","2.91","2.36"
"350","yahoo-finance","lltc","1.24","33.43","33.1",0.41,"2109269","33.51","32.97","33.02","36.14","27.03","227734000","14.17","7.61e+09","0.96","3","2.36"
"351","bloomberg","vrtx","-558","51.7","51.49",-0.29,"1463737","51.92","51.08","51.99","58.87","31.25","205998000",NA,"10650090000",NA,NA,"-3.61"
"352","google-finance","vrtx","-0.56","51.7","51.49",-0.29,"1460000","51.92","51.08","51.99","58.87","31.25","2.06e+08",NA,"1.065e+10",NA,NA,"-3.8"
"353","msn-money","vrtx","-0.56","51.7","51.49",-0.29,"1460000","51.92","51.08","51.99","58.87","31.25","2.06e+08","-13.57","1.071e+10",NA,NA,"-3.8"
"354","nasdaq-com","vrtx","0.56","51.7","51.49",0.29,"1458378","51.92","51.08","51.99","58.87","31.25","205998000",NA,"10650096600",NA,NA,"-3.81"
"355","yahoo-finance","vrtx","0.56","51.7","51.5",0.29,"1458278","51.92","51.08","51.99","58.87","31.25","205998000",NA,"1.065e+10",NA,NA,"-3.8"
"356","bloomberg","wynn","4.201","149.57","144.52",6.03,"2569407","150.53","143.54","143.54","151.73","67.75","124758000","46.164","18660020000","0.5","5.843","3.24"
"357","google-finance","wynn","4.2","149.57","144.52",6.03,"2570000","150.53","143.54","143.54","151.73","73.12","124760000","61.02","1.866e+10","0.5","1.34","2.45"
"358","msn-money","wynn","4.2","149.57","144.52",6.03,"2570000","150.53","143.54","143.54","151.73","73.12","124760000","60.8","1.791e+10","2","1.39","2.45"
"359","nasdaq-com","wynn","4.2","149.57","144.54",6.03,"2569107","150.53","143.54","143.54","151.73","73.12","124758000","61.05","18660054060","2","1.39","2.45"
"360","yahoo-finance","wynn","4.2","149.57","144.65",6.03,"2567707","150.53","143.54","143.54","151.73","73.12","124758000","60.65","1.851e+10","2","1.4","2.47"
"361","bloomberg","isrg","1.758","378.65","373.25",6.54,"228489","379.4","371.44","372.11","379.4","246.05","39288000","38.094","14876390000",NA,NA,"9.94"
"362","google-finance","isrg","1.76","378.65","373.25",6.54,"228489","379.4","371.44","372.11","379.4","246.05","39290000","38.09","1.488e+10",NA,NA,"9.94"
"363","msn-money","isrg","1.76","378.65","373.25",6.54,"228489","379.4","371.44","372.11","377.84","246.05","39290000","38.09","1.462e+10",NA,NA,"9.94"
"364","nasdaq-com","isrg","1.76","378.65","373.25",6.54,"228489","379.4","371.44","372.11","377.84","246.05","39288000","38.09","14876401200",NA,NA,"9.94"
"365","yahoo-finance","isrg","1.76","378.65","372.1",6.54,"228489","379.4","371.44","372.11","379.4","246.05","39288000","38.1","1.488e+10",NA,NA,"9.94"
"366","bloomberg","klac","2.396","41.45","40.53",0.97,"1732725","41.631","40.21","40.48","51.83","26.69","167903000","10.209","6959581000","0.25","2.408","4.06"
"367","google-finance","klac","2.4","41.45","40.53",0.97,"1730000","41.63","40.21","40.48","51.83","26.69","167900000","10.66","6.96e+09","0.25","2.41","3.89"
"368","msn-money","klac","2.4","41.45","40.53",0.97,"1730000","41.63","40.21","40.48","51.83","26.69","167900000","10.66","6.8e+09","1","2.47","3.89"
"369","nasdaq-com","klac","2.4","41.45","40.53",0.97,"1731795","41.631","40.21","40.48","51.83","26.69","167903000","10.68","6959579350","1","2.47","3.88"
"370","yahoo-finance","klac","2.4","41.45","40.5",0.97,"1731795","41.63","40.21","40.48","51.83","26.69","167903000","10.66","6.96e+09","1","2.5","3.89"
"371","bloomberg","xlnx","1.604","37.055","36.57",0.585,"3751793","37.23","36.35","36.47","37.23","23.96","265625000","15.186","9842750000","0.19","1.803","2.44"
"372","google-finance","xlnx","1.6","37.06","36.57",0.58,"3750000","37.23","36.35","36.47","37.23","23.96","265630000","15.5","9.84e+09","0.19","2.05","2.39"
"373","msn-money","xlnx","1.6","37.06","36.57",0.58,"3750000","37.23","36.35","36.47","36.6","23.96","265630000","15.5","9.69e+09","0.76","2.08","2.39"
"374","nasdaq-com","xlnx","1.6","37.055","36.57",0.585,"3751093","37.23","36.35","36.47","36.6","23.96","265625000","15.44","9842734375","0.76","2.08","2.4"
"375","yahoo-finance","xlnx","1.6","37.06","36.57",0.58,"3748478","37.23","36.35","36.47","37.23","23.96","265625000","15.5","9.84e+09","0.76","2.1","2.39"
"376","bloomberg","dtv","1.85","51.76","51.11",0.94,"3683628","51.84","50.78","50.82","51.84","33.25","767785000","19.029","39740570000",NA,NA,"2.72"
"377","google-finance","dtv","1.85","51.76","51.11",0.94,"3680000","51.84","50.78","50.82","51.84","33.25","767790000","18.9","3.974e+10",NA,NA,"2.74"
"378","msn-money","dtv","1.85","51.76","51.11",0.94,"3680000","51.84","50.78","50.82","51.23","33.25","767790000","20.22","3.902e+10",NA,NA,"2.74"
"379","nasdaq-com","dtv","1.85","51.76","51.11",0.94,"3683228","51.84","50.78","50.82","51.23","33.25","767785000","20.22","39740551600",NA,NA,"2.56"
"380","yahoo-finance","dtv","1.85","51.76","50.96",0.94,"3683028","51.84","50.78","50.82","51.84","33.44","767785000","19","3.974e+10",NA,NA,"2.72"
"381","bloomberg","stx","1.238","16.36","16.18",0.2,"5383838","16.37","15.95","16.16","18.35","9.84","430085000","10.555","7036193000","0.18","1.107","1.55"
"382","google-finance","stx","1.24","16.36","16.18",0.2,"5380000","16.37","15.95","16.16","18.35","9.84","430090000","10.37","7.04e+09","0.18","4.4","1.58"
"383","msn-money","stx","1.24","16.36","16.18",0.2,"5380000","16.37","15.95","16.16","18.35","9.84","430090000","10.29","6.95e+09","0.72","4.46","1.58"
"384","nasdaq-com","stx","1.24","16.36","16.18",0.2,"5382998","16.37","15.95","16.16","18.35","9.84","430085000","10.29","7036190600","0.72","4.46","1.59"
"385","yahoo-finance","stx","1.24","16.36","16.06",0.2,"5378898","16.37","15.95","16.16","18.35","9.84","430085000","5.6","46270000","0.36","2.3","2.92"
"386","bloomberg","brcm","2.289","34.41","33.82",0.77,"6380973","34.7","33.59","33.64","47.16","29.7","482600000","16.623","18447200000","0.09","1.07","2.07"
"387","google-finance","brcm","2.29","34.41","33.82",0.77,"6380000","34.7","33.59","33.64","47.39","29.9","539220000","17.36","1.855e+10","0.09","1.05","1.98"
"388","msn-money","brcm","2.29","34.41","33.82",0.77,"6380000","34.7","33.59","33.64","47.39","29.9","5.36e+08","17.29","1.789e+10","0.36","1.07","1.98"
"389","nasdaq-com","brcm","2.29","34.41","33.82",0.77,"6380973","34.7","33.59","33.64","47.39","29.9","482600000","17.29","16606266000","0.36","1.07","1.99"
"390","yahoo-finance","brcm","2.29","34.41","33.8",0.77,"6379725","34.7","33.6","33.64","47.39","29.9","482600000","17.36","1.845e+10","0.36","1.1","1.98"
"391","bloomberg","bbby","1.747","59.39","58.48",1.02,"2185264","59.525","58.4","58.37","59.52","35.55","249128000","18.107","14795740000",NA,NA,"3.28"
"392","google-finance","bbby","1.75","59.39","58.48",1.02,"2190000","59.53","58.4","58.37","59.53","35.55","249130000","18.11","1.48e+10",NA,NA,"3.28"
"393","msn-money","bbby","1.75","59.39","58.48",1.02,"2190000","59.53","58.4","58.37","58.62","35.55","249130000","18.16","1.454e+10",NA,NA,"3.28"
"394","nasdaq-com","bbby","1.75","59.39","58.48",1.02,"2185264","59.525","58.4","58.37","58.62","35.55","249128000","18.11","14795711920",NA,NA,"3.28"
"395","yahoo-finance","bbby","1.75","59.39","58.48",1.02,"2182164","59.53","58.4","58.37","59.53","35.55","249128000","18.11","1.458e+10",NA,NA,"3.28"
"396","bloomberg","atvi","1.37","11.84","11.71",0.16,"3429156","11.88","11.64","11.68","12.65","10.32","1144165000","19.41","13546910000","0.165","1.394","610"
"397","google-finance","atvi","1.37","11.84","11.71",0.16,"3430000","11.88","11.64","11.68","12.65","10.32","1.14e+09","26.82","1.355e+10","0.17","1.39","0.44"
"398","msn-money","atvi","1.37","11.84","11.71",0.16,"3430000","11.88","11.64","11.68","12.65","10.32","1.14e+09","26.31","1.336e+10","0.17","1.41","0.44"
"399","nasdaq-com","atvi","1.37","11.84","11.71",0.16,"3428756","11.88","11.64","11.68","12.65","10.32","1144165000","27.53","13546913600","0.17","1.394","0.43"
"400","yahoo-finance","atvi","1.37","11.84","11.75",0.16,"3428756","11.88","11.64","11.68","12.65","10.32","1144165000","27.41","1.355e+10","0.17","1.4","0.43"
"401","bloomberg","yhoo","2.726","15.45","15.08",0.41,"15329183","15.5","15.02","15.04","18.84","12.94","1302941000","20.065","20130450000",NA,NA,"770"
"402","google-finance","yhoo","2.73","15.45","15.08",0.41,"15330000","15.5","15.02","15.04","18.84","12.94","1.3e+09","18.2","2.013e+10",NA,NA,"0.85"
"403","msn-money","yhoo","2.73","15.45","15.08",0.41,"15330000","15.5","15.02","15.04","18.84","12.94","1.3e+09","16.26","1.96e+10",NA,NA,"0.85"
"404","nasdaq-com","yhoo","2.73","15.45","15.07",0.41,"15327483","15.5","15.02","15.04","18.84","12.94","1302941000","18.18","20130438450",NA,NA,"0.85"
"405","yahoo-finance","yhoo","2.73","15.45","15.08",0.41,"15323730","15.5","15.07","15.04","18.84","12.94","1302941000","18.16","2.013e+10",NA,NA,"0.85"
"406","bloomberg","mrvl","2.337","15.11","14.79",0.345,"9691691","15.2","14.7","14.77","22.01","13.17","611318000","11.898","9237011000",NA,NA,"1.27"
"407","google-finance","mrvl","2.34","15.11","14.79",0.34,"9690000","15.2","14.7","14.77","22.01","13.17","611320000","12.03","9.24e+09",NA,NA,"1.26"
"408","msn-money","mrvl","2.34","15.11","14.79",0.34,"9690000","15.2","14.7","14.77","22.01","13.17","611400000","11.99","9.03e+09",NA,NA,"1.26"
"409","nasdaq-com","mrvl","2.34","15.11","14.79",0.345,"9688961","15.2","14.7","14.765","22.01","13.17","611318000","11.99","9237014980",NA,NA,"1.26"
"410","yahoo-finance","mrvl","2.34","15.11","14.76",0.34,"9688961","15.2","14.7","14.77","22.01","13.17","611318000","11.96","9.24e+09",NA,NA,"1.26"
"411","bloomberg","amat","2.152","13.29","13.01",0.28,"11620332","13.31","12.88","13.01","16.93","10.27","1318250000","10.54","17499770000","0.08","2.185","1.26"
"412","google-finance","amat","2.15","13.29","13.01",0.28,"11620000","13.31","12.88","13.01","16.93","10.27","1.32e+09","11.2","1.752e+10","0.08","2.41","1.19"
"413","msn-money","amat","2.15","13.29","13.01",0.28,"11620000","13.31","12.88","13.01","16.93","10.27","1.32e+09","11.17","1.715e+10","0.32","2.46","1.19"
"414","nasdaq-com","amat","2.15","13.29","13.01",0.28,"11620332","13.31","12.88","13.01","16.93","10.27","1318250000","11.17","17519542500","0.32","2.46","1.19"
"415","yahoo-finance","amat","2.15","13.29","13.04",0.28,"11615896","13.31","12.88","13.01","16.93","10.27","1318250000","11.18","1.752e+10","0.32","2.5","1.19"
"416","bloomberg","akam","64","31.49","31.37",0.02,"5003397","31.65","30.98","31.47","54.65","28.69","186707000","33.511","5879403000",NA,NA,"940"
"417","google-finance","akam","0.06","31.49","31.37",0.02,"5e+06","31.65","30.98","31.47","54.65","28.69","186710000","33.17","5.88e+09",NA,NA,"0.95"
"418","msn-money","akam","0.06","31.49","31.37",0.02,"5e+06","31.65","30.98","31.47","54.65","28.69","186710000","33.5","5.88e+09",NA,NA,"0.95"
"419","nasdaq-com","akam","0.06","31.49","31.37",0.02,"5000537","31.65","30.98","31.47","54.65","28.69","186707000","33.5","5879403430",NA,NA,"0.94"
"420","yahoo-finance","akam","0.06","31.49","31.37",0.02,"5000037","31.65","30.98","31.47","54.65","28.69","186707000","33.32","5.88e+09",NA,NA,"0.95"
"421","bloomberg","biib","1.478","108.5","107.35",1.58,"1669457","108.64","106.92","106.92","109.63","46.15","241632000","22.46","26212260000",NA,NA,"4.83"
"422","google-finance","biib","1.48","108.5","107.35",1.58,"1670000","108.64","106.92","106.92","109.63","46.15","241630000","24.92","2.622e+10",NA,NA,"4.35"
"423","msn-money","biib","1.48","108.5","107.35",1.58,"1670000","108.64","106.92","106.92","109.63","46.15","241630000","25","2.584e+10",NA,NA,"4.35"
"424","nasdaq-com","biib","1.48","108.5","107.35",1.58,"1669257","108.64","106.92","106.92","109.63","46.15","241632000","24.89","26217072000",NA,NA,"4.36"
"425","yahoo-finance","biib","1.48","108.5","107.13",1.58,"1669157","108.64","106.92","106.92","109.63","46.15","241632000","24.91","2.622e+10",NA,NA,"4.36"
"426","bloomberg","urbn","2.735","28.92","28.18",0.77,"3345285","29.07","28.07","28.15","39.26","27.96","159690000","18.902","4618249000",NA,NA,"1.53"
"427","google-finance","urbn","2.74","28.92","28.18",0.77,"3340000","29.07","28.07","28.15","39.26","27.96","159690000","18.88","4.62e+09",NA,NA,"1.53"
"428","msn-money","urbn","2.74","28.92","28.18",0.77,"3340000","29.07","28.07","28.15","39.26","27.96","159690000","19.03","4.5e+09",NA,NA,"1.53"
"429","nasdaq-com","urbn","2.74","28.92","28.18",0.77,"3343521","29.07","28.07","28.15","39.26","27.96","162255000","18.9","4692414600",NA,NA,"1.53"
"430","yahoo-finance","urbn","2.74","28.92","28.18",0.77,"3343021","29.07","28.07","28.15","39.26","27.96","159690000","18.95","4.62e+09",NA,NA,"1.53"
"431","bloomberg","teva","1.618","49","48.47",0.78,"4006925","49.06","48.3","48.22","57.08","44.86","940062000","13.009","46063060000","0.2","1.674","3.767"
"432","google-finance","teva","1.62","49","48.47",0.78,"4e+06","49.06","48.3","48.22","57.08","44.86","939660000","13.16","4.604e+10","0.23","1.67","3.72"
"433","msn-money","teva","1.62","49","48.47",0.78,"4e+06","49.06","48.3","48.22","57.08","44.86","940070000","10.79","4.501e+10","0.82","1.7","3.72"
"434","nasdaq-com","teva","1.62","49","48.47",0.78,"4004825","49.06","48.3","48.22","57.08","44.86","8.93e+08","13.17","4.3757e+10","0.919196","1.91","3.72"
"435","yahoo-finance","teva","1.62","49","48.46",0.78,"4004825","49.06","48.3","48.22","57.08","44.86","940062000","13.17","4.376e+10","0.8","1.7","3.72"
"436","bloomberg","orly","1.069","66.21","65.61",0.7,"1653811","66.52","65.55","65.51","66.52","45.65","137870000","20.821","9128390000",NA,NA,"3.18"
"437","google-finance","orly","1.07","66.21","65.61",0.7,"1640000","66.52","65.55","65.51","66.52","45.65","137870000","22.19","9.13e+09",NA,NA,"2.98"
"438","msn-money","orly","1.07","66.21","65.61",0.7,"1640000","66.52","65.55","65.51","65.63","45.65","137870000","22.29","9.03e+09",NA,NA,"2.98"
"439","nasdaq-com","orly","1.07","66.21","65.61",0.7,"1642876","66.52","65.55","65.51","65.63","45.65","137870000","22.14","9128372700",NA,NA,"2.99"
"440","yahoo-finance","orly","1.07","66.21","65.71",0.7,"1642476","66.52","65.56","65.51","66.52","45.65","137870000","22.3","9.13e+09",NA,NA,"2.97"
"441","bloomberg","apol","6.364","46.46","45.98",2.78,"6387831","47.72","45.62","43.68","53.61","33.75","137281000","9.488","6583124000",NA,NA,"4.9"
"442","google-finance","apol","6.36","46.46","45.98",2.78,"6390000","47.72","45.62","43.68","53.61","33.75","141600000","17.7","6.58e+09",NA,NA,"2.63"
"443","msn-money","apol","6.36","46.46","45.98",2.78,"6390000","47.72","45.62","43.68","53.61","33.75","141600000","17.34","6.19e+09",NA,NA,"2.61"
"444","nasdaq-com","apol","6.36","46.46","45.98",2.78,"6387831","47.72","45.62","43.68","53.61","33.75","141128000","15.75","6556806880",NA,NA,"2.95"
"445","yahoo-finance","apol","6.36","46.46","45.77",2.78,"6385231","47.7","45.62","43.68","53.61","33.75","141600000","17.49","6.58e+09",NA,NA,"2.66"
"446","bloomberg","linta","2.504","17.19","16.78",0.42,"3342206","17.24","16.7","16.77","18.64","10.08","572144000","30.158","10311550000",NA,NA,"570"
"447","google-finance","linta","2.5","17.19","16.78",0.42,"3340000","17.24","16.7","16.77","18.65","10.07","601160000","17.25","1.033e+10",NA,NA,"1"
"448","msn-money","linta","2.5","17.19","16.78",0.42,"3340000","17.24","16.7","16.77","18.65","10.08","734730000","17.19","2.093e+10",NA,NA,"1"
"449","nasdaq-com","linta","2.5","17.19","16.78",0.42,"3342206","17.24","16.7","16.77","18.645","10.075","572144000","17.19","9835155360",NA,NA,"1"
"450","yahoo-finance","linta","2.5","17.19","16.78",0.42,"3341656","17.24","16.7","16.77","18.65","10.08","572144000","17.07","1.033e+10",NA,NA,"1.01"
"451","bloomberg","bidu","2.295","143.346","139.44",3.216,"7198371","143.35","138.9","140.13","156.04","65.9","270453000","78.628","49862890000",NA,NA,"11.78"
"452","google-finance","bidu","2.3","143.35","139.44",3.22,"7200000","143.35","138.9","140.13","156.04","65.9","348810000","78.65","5e+10",NA,NA,"1.82"
"453","msn-money","bidu","2.3","143.35","139.44",3.22,"7200000","143.35","138.9","140.13","156.04","65.9","348810000","93.69","4.888e+10",NA,NA,"1.82"
"454","nasdaq-com","bidu","2.3","143.346","139.44",3.216,"7198371","143.35","138.9","140.13","156.04","65.9","270768000","80.99","38813509728",NA,NA,"1.77"
"455","yahoo-finance","bidu","2.3","143.35","139.43",3.22,"7198371","143.33","138.9","140.13","156.04","65.9","348810000","78.68","5e+10",NA,NA,"1.82"
"456","bloomberg","sndk","3.133","42.8","41.555",1.3,"5728346","42.92","41.51","41.5","53.6","33.03","238372000","8","10202310000",NA,NA,"5.35"
"457","google-finance","sndk","3.13","42.8","41.56",1.3,"5720000","42.92","41.51","41.5","53.6","33.03","238370000","8","1.02e+10",NA,NA,"5.35"
"458","msn-money","sndk","3.13","42.8","41.56",1.3,"5720000","42.92","41.51","41.5","53.61","33.03","238370000","7.97","9.89e+09",NA,NA,"5.35"
"459","nasdaq-com","sndk","3.13","42.8","41.69",1.3,"5720157","42.92","41.51","41.5","53.605","33.03","238372000","8","10202321600",NA,NA,"5.35"
"460","yahoo-finance","sndk","3.13","42.8","41.69",1.3,"5720157","42.92","41.51","41.5","53.61","33.03","238372000","7.98","1.02e+10",NA,NA,"5.36"
"461","bloomberg","spls","759","15.92","15.89",0.12,"10827832","15.98","15.73","15.8","23.75","14.75","713154000","12.438","11353410000","0.1","2.387","1.28"
"462","google-finance","spls","0.76","15.92","15.89",0.12,"10820000","15.98","15.73","15.8","23.75","14.75","713150000","12.89","1.135e+10","0.1","2.51","1.24"
"463","msn-money","spls","0.76","15.92","15.89",0.12,"10820000","15.98","15.73","15.8","23.75","14.75","713150000","12.74","1.127e+10","0.4","2.53","1.24"
"464","nasdaq-com","spls","0.76","15.92","15.89",0.12,"10818730","15.98","15.73","15.8","23.75","14.75","713154000","12.84","11353411680","0.4","2.53","1.24"
"465","yahoo-finance","spls","0.76","15.92","15.84",0.12,"10818730","15.98","15.73","15.8","23.75","14.75","713154000","12.93","1.135e+10","0.4","2.6","1.23"
"466","bloomberg","pcln","2.514","524.798","513.39",0.012868,"1056772","525.24","510","511.93","561.88","173.75","49647000","45.794","26054520000",NA,NA,"11.46"
"467","google-finance","pcln","2.51","524.8","513.39",0.01287,"1060000","525.24","510","511.93","561.88","173.75","49650000","46.12","2.605e+10",NA,NA,"11.38"
"468","msn-money","pcln","2.51","524.8","513.39",0.01287,"1060000","525.24","510","511.93","561.88","173.75","49650000","46.28","2.542e+10",NA,NA,"11.38"
"469","nasdaq-com","pcln","2.51","524.798","513.39",0.012868,"1056407","525.24","510","511.93","561.88","173.75","49647000","46.12","26054646306",NA,NA,"11.38"
"470","yahoo-finance","pcln","2.51","524.8","513.39",0.01287,"1056407","525.16","510","511.93","561.88","173.75","49647000","46.31","2.605e+10",NA,NA,"11.33"
"471","bloomberg","vod","674","26.9","26.42",0.18,"9027217","26.96","26.4","26.72","32.7","20.71","5110882000",NA,"137482700000","0.96","5.336",NA
"472","google-finance","vod","0.67","26.9","26.42",0.18,"8990000","26.96","26.4","26.72","32.7","20.71","5.13e+09","11.14","1.3806e+11","0.98","5.34","2.41"
"473","msn-money","vod","0.67","26.9","26.42",0.18,"8990000","26.96","26.4","26.72","32.7","20.71","5.11e+09",NA,"1.3574e+11","1.44","5.37","2.41"
"474","nasdaq-com","vod","0.67","26.9","26.42",0.18,"8993917","26.96","26.4","26.72","32.7","20.71","5157753000",NA,"138743555700","1.959836","7.33",NA
"475","yahoo-finance","vod","0.67","26.9","26.41",0.18,"8993917","26.96","26.4","26.72","29.75","20.71","5110882000","11.07","1.4019e+11","1.92","7.2","2.43"
"476","bloomberg","wcrx","829","24.33","24.1",0.2,"1330531","24.34","24","24.13","25.92","15.19","253873000","29.671","6176724000","8.5","34.965","820"
"477","google-finance","wcrx","0.83","24.33","24.1",0.2,"1280000","24.34","24","24.13","30.57","19.01","253870000","37.63","6.18e+09","8.5","34.965","0.65"
"478","msn-money","wcrx","0.83","24.33","24.1",0.2,"1280000","24.34","24","24.13","30.57","19.01","253870000","38.02","6.13e+09","8.5","34.965","0.65"
"479","nasdaq-com","wcrx","0.83","24.33","24.1",0.2,"1277481","24.34","24","24.13","30.57","19.01","253873000","37.43","6176730090","8.5","34.965","0.65"
"480","yahoo-finance","wcrx","0.83","24.33","24.12",0.2,"1277481","24.34","24","24.13","30.57","19.01","253873000","38.08","6.18e+09","8.5","34.965","0.64"
"481","bloomberg","expe","1.897","29.54","28.96",0.55,"2252136","29.63","28.89","28.99","29.85","18.3","247777000","20.095","8075563000","0.07","947","1.47"
"482","google-finance","expe","1.9","29.54","28.96",0.55,"2250000","29.63","28.89","28.99","29.85","18.3","273380000","20.35","8.08e+09","0.07","0.95","1.45"
"483","msn-money","expe","1.9","29.54","28.96",0.55,"2250000","29.63","28.89","28.99","29.85","18.3","273380000","20.37","7.93e+09","0.28","0.97","1.45"
"484","nasdaq-com","expe","1.9","29.54","28.96",0.55,"2251336","29.63","28.89","28.99","29.85","18.3","247777000","20.23","7319332580","0.28","0.97","1.46"
"485","yahoo-finance","expe","1.9","29.54","28.89",0.55,"2250036","29.63","28.89","28.99","29.85","18.3","247777000","20.23","8.08e+09","0.28","1","1.46"
"486","bloomberg","expd","2.422","52.43","51.21",1.24,"1128328","52.49","51.19","51.19","57.15","33.65","212370000","30.306","11134570000","0.25","859","1.73"
"487","google-finance","expd","2.42","52.43","51.21",1.24,"1130000","52.49","51.19","51.19","57.15","33.65","212370000","30.31","1.113e+10","0.25","0.95","1.73"
"488","msn-money","expd","2.42","52.43","51.21",1.24,"1130000","52.49","51.19","51.19","57.15","33.65","212370000","30.31","1.087e+10","0.5","0.98","1.73"
"489","nasdaq-com","expd","2.42","52.43","51.21",1.24,"1128328","52.49","51.19","51.19","57.15","33.65","212370000","30.31","11134559100","0.5","0.98","1.73"
"490","yahoo-finance","expd","2.42","52.43","51.19",1.24,"1127428","52.49","51.19","51.19","57.15","33.65","212370000","30.31","1.113e+10","0.5","1","1.73"
"491","bloomberg","ebay","1.456","32.74","32.26",0.47,"12848472","32.8","31.99","32.27","35.35","19.06","1297899000","22.985","42493210000",NA,NA,"1.424"
"492","google-finance","ebay","1.46","32.74","32.26",0.47,"12850000","32.8","31.99","32.27","35.35","19.06","1.3e+09","23.1","4.249e+10",NA,NA,"1.42"
"493","msn-money","ebay","1.46","32.74","32.26",0.47,"12850000","32.8","31.99","32.27","35.35","19.06","1.3e+09","23.06","4.188e+10",NA,NA,"1.42"
"494","nasdaq-com","ebay","1.46","32.74","32.22",0.47,"12847872","32.8","31.99","32.27","35.35","19.06","1297899000","23.06","42493213260",NA,NA,"1.42"
"495","yahoo-finance","ebay","1.46","32.74","32.26",0.47,"12842033","32.8","31.99","32.27","35.35","19.06","1297899000","23.06","4.249e+10",NA,NA,"1.42"
"496","bloomberg","shld","966","72.13","71.05",0.69,"414702","72.44","69.65","71.44","94.79","59.21","107706000",NA,"7768811000",NA,NA,"-410"
"497","google-finance","shld","0.97","72.13","71.05",0.69,"414172","72.44","69.65","71.44","94.79","59.21","107710000",NA,"7.77e+09",NA,NA,"-0.48"
"498","msn-money","shld","0.97","72.13","71.05",0.69,"414172","72.44","69.65","71.44","94.79","59.21","107710000","-136.09","7.69e+09",NA,NA,"-0.48"
"499","nasdaq-com","shld","0.97","72.13","71.05",0.69,"414172","72.44","69.65","71.44","94.7884","59.21","107706000",NA,"7768833780",NA,NA,"-0.48"
"500","yahoo-finance","shld","0.97","72.13","71",0.69,"414172","72.44","69.65","71.44","94.79","59.21","107706000",NA,"7.77e+09",NA,NA,"-0.49"
